path	n	ask	verdict	issue	fix	disposition	note
bugs/dan/doc-changes	12	and, or, not -- modern form, example	fixed			drop	met, and thoroughly. operators.m2 documents symbol or, symbol and, symbol not and symbol xor as modern doc/// nodes, each with Headline, Usage, Inputs, Outputs, Description and worked Examples -- symbol or, for instance, is headlined 'disjunction' with examples covering short-circuiting (even 6 or 1/0) and the function-valued form (isEvenOrPrime = even or isPrime). Recording a search error of mine: my first survey split the doc sources only on 'document {' and so missed all 17 doc/// nodes in these files, which made this and other asks look unmet. The nearby comment '-- TODO: implement or/and for ZZ' is about bitwise operations on integers, not documentation.
bugs/dan/doc-changes	13	" " -- some superfluous markup type items and expression items; Function Thing modernize, x versus (x,y,z), examples; CoherentSheaf ZZ missing usage; WrapperType???	open	#4647		issue	mixed, and two parts are answered outright. WrapperType is documented, at doc12.m2:21-22, keyed together with (symbol SPACE, WrapperType, List), so the question mark can come off. CoherentSheaf ZZ has moved out of Core: the method exists at packages/Varieties.m2:366, so sheaf twisting is Varieties' documentation to write, not Macaulay2Doc's. The remaining parts concern the SPACE nodes in operators.m2, which carry Headlines only. Note that a bare-symbol node carrying just a Headline is the deliberate convention here, not a defect -- those are overview pages, headlined 'a binary operator, often used for ...' with Subnodes and SeeAlso -- so what is outstanding is the absence of method-level nodes for the Function Thing case rather than the overview node's shape. I did not separately pin down which markup and expression items the entry considers superfluous; the phrase is too vague to check against. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	14	-> -- needs rewriting	open	#4647		issue	stands. The node is keyed by the string "->" at ov_methods.m2:284, which is why searching for symbol -> finds only the TO reference in ov_language.m2:1098. It has a Headline, 'make a function', and then the entire body is the old form: TT "x -> e", " -- denotes a function ...", BR{}, TT "(x) -> e", " -- denotes a function of one argument ...", a UL of three cases, TT "(x,y) -> e", and so on. No Usage, Inputs, Outputs or EXAMPLE, for one of the first operators any user meets. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	15	@@ -- is okay!	fixed			drop	not a request but a verdict the author reached, and it still holds. operators.m2 gives symbol @@ an overview node with a Headline, and the method node (symbol @@, Function, Function) beside it has Headline, Usage, Inputs, Outputs and EXAMPLE. Recorded as an ask for completeness, since the file lists it among the operators reviewed.
bugs/dan/doc-changes	16	_ -- missing documentation	fixed			drop	met, and comprehensively -- this is the largest single reversal in the file. operators/underscore.m2 is 568 lines holding 19 nodes, and every one carries Usage; all but two have Inputs, Outputs and EXAMPLE as well. It documents getting a ring variable by index and by name, a monomial by exponent vector, generators of rings, ideals and modules, matrix and module submatrices by list or array, and (symbol _, String, List) added as recently as 2026-05-20. Whatever was missing in 2005 has been written.
bugs/dan/doc-changes	17	. -- modernize, see also MutableHashTable	open	#4647		issue	both parts stand. The node is keyed by the string "." at ov_hashtables.m2:876-891, which is why it does not turn up under symbol . . It has a Headline and an EXAMPLE, but the body is the old form -- TT "x.k", " -- the same as ", TT "x#(global k)" -- with no Usage, Inputs or Outputs. Its SeeAlso is {"#", ".?", "global"}, which does not include MutableHashTable even though the example it shows is x = new MutableHashTable. The hash node 20 lines below at :902 is fully modern, with Usage, Inputs and Outputs. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	18	.? -- modernize, give example	open	#4647		issue	both parts stand, and this is the barest of the access operators. ov_hashtables.m2:893-899 has a Headline, then TT "x.?k", " -- the same as ", TT "x#?(global k)" and a SeeAlso, with no Usage, Inputs, Outputs and no EXAMPLE at all -- unlike the . node immediately above it, which at least has an example. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	19	# -- # File: remove it in favor of length File?	fixed			drop	the suggestion was carried out. lookup(symbol #, File) returns null, so there is no # method for files, and the length spelling is what remains. The # operator itself is documented modernly, as a doc/// node in ov_hashtables.m2:677 headlined 'length or access to elements'.
bugs/dan/doc-changes	20	#? -- modernize, introduce it	fixed			drop	met. ov_hashtables.m2:820 documents symbol #? together with (symbol #?, List, ZZ) and its siblings as a modern doc/// node, so it is both modernised and introduced alongside #.
bugs/dan/doc-changes	21	! -- non-negative	open	#4647		issue	stands, narrowly but concretely. operators.m2:496-506 documents symbol ! with Headline, Usage "n!", Inputs, Outputs and EXAMPLE, so the node is modern. What it does not say is that the argument must be non-negative: Inputs is just {"n" => ZZ}, while (-1)! raises an error and 4! returns 24. So the type is stated and the domain is not, which is what the entry is asking for. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	22	+, -, / -- recently redone by Mike	fixed			drop	not a request but a status note, and it held up. operators/plus.m2, minus.m2 and division.m2 each pair a combined symbol-plus-methods node carrying Headline, Usage and EXAMPLE with a fully modern method node carrying Inputs and Outputs as well. Recorded for completeness, as with @@.
bugs/dan/doc-changes	23	// -- put some text between the example boxes; 5/2, 5//2, also remainder (obtainable with %)	fixed			drop	met in substance. operators/division.m2:93-112 keys symbol // together with eighteen method signatures -- ZZ, CC, QQ, RR, Number with InfiniteNumber and RingElement, List, and ZZ with MonomialIdeal -- under a Headline and Usage with examples, so the node was rewritten rather than left as example boxes with nothing between them. The three-way distinction the entry wants drawn is real and holds: 5/2 is 5/2 in QQ, 5//2 is 2, and 5%2 is 1, with % documented in operators/remainder.m2 and cross-referenced. The node lacks Inputs and Outputs, which is the systemic point rather than this entry's.
bugs/dan/doc-changes	24	remainder, remainder'	fixed			drop	met. Both are documented in functions/quotient-remainder-doc.m2, which names remainder' at :158 and :168 as the map for which the quotient-remainder identity holds and states its current limitation, and lists it in the SeeAlso at :247 alongside quotientRemainder. operators/remainder.m2 separately documents the % operator.
bugs/dan/doc-changes	25	methods for normal forms: we need Synopsis to appear even if we aren't documenting a function, and give an error when we ignore one that's present	fixed			drop	the first half is met, by the very node that prompted it. operators/remainder.m2:13 opens a node keyed { "methods for normal forms and remainder", (symbol %, RingElement, Ideal), ... } -- a plain string as the primary key, no function in sight -- and it carries Headline, Usage, Inputs, Outputs and EXAMPLE. So synopsis material does appear for a node that documents no function. I found no mechanism that errors when a Synopsis is ignored, and no evidence anyone tried to build one; that half is recorded as unmet but not filed, being a request about the documentation engine rather than about any node.
bugs/dan/doc-changes	26	Option ++ Option -- what is that?	fixed			drop	answerable, and the answer is that it is not a mistake. lookup(symbol ++, Option, Option) resolves to directSum, which accepts options in order to label the summands, so (a => M) ++ (b => N) is a direct sum whose components are named a and b. The bare symbol ++ has an overview node in operators.m2 headlined 'a binary operator, usually used for direct sum'. There is no node keyed (symbol ++, Option, Option) specifically, which is consistent with the convention of documenting the general behaviour under directSum rather than per operand type.
bugs/dan/doc-changes	27	CohShf ^** ZZ -- examples; Module ^** ZZ -- examples	open	#4647		issue	stands, for both. operators/tensor.m2:22-25 is the whole of what ^** has: Key => symbol ^**, a Headline reading 'a binary operator, usually used for tensor or Cartesian power', and nothing else -- no examples and no method nodes for either CoherentSheaf ^** ZZ or Module ^** ZZ. Correcting my own survey, which reported this node as having examples: that was a false positive from splitting the file on 'document {', which ran the node together with the doc/// block for (symbol **, List, List) that follows it. tensor.m2 holds only four keys, all bare symbols -- **, ^**, and the two boxtimes variants -- so ** itself has no method-level documentation either. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	28	Module ~ -- example; Ideal ~ -- merge with Module ~; Ring ~ -- see also OO and Proj	obsolete			drop	obsolete: the methods are gone. methods symbol ~ is now only (~,Thing), (~,ZZ), (~,Thing,Thing) and the assignment variants, so Module ~, Ideal ~ and Ring ~ no longer exist and there is nothing left to document, merge or cross-reference. Sheafification is spelled sheaf now, and the ~ operator survives as a general-purpose operator whose overview node in operators.m2 is headlined 'a unary or binary operator, often used for bitwise negation', with (symbol ~, ZZ) as its one documented method. The entry's parenthetical, that ~ for Spec R is not really needed because for affine varieties it is an equivalence of categories, is now moot for the same reason.
bugs/dan/doc-changes	29	(*) -- write it	open	#4647		issue	stands, in the sense that only a headline was ever written. operators.m2:566 is Key => symbol (*) with Headline 'a unary postfix operator, used for indicating a graded object' and no body, Usage, example or subnodes. As with the other bare-symbol nodes that is the overview convention, but unlike |, ~ or @@ there are no method nodes beneath it, so a reader who follows the link learns only the headline. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	30	List >> Function -- merge with OptionTable >> Function and modernize a bit	fixed			drop	met on both counts, and the merge is literal. ov_methods.m2:450 opens a node whose Key is {(symbol >>, OptionTable, Function), (symbol >>, List, Function), ...}, so the two signatures the entry asked to be brought together are documented in one node, and it carries the modern fields.
bugs/dan/doc-changes	31	List | List -- join the example boxes	open	#4647		issue	stands, and it is the smallest ask in the file. ov_lists.m2:877-890 documents (symbol |, List, List) together with the Array and Sequence signatures under Headline 'join lists, sequences or arrays', with Usage, Inputs and Outputs, so the node is otherwise modern. But its examples are two consecutive single-string calls, EXAMPLE "{1,2,3}|{4,5,6}" then EXAMPLE "(a,b,c)|(1,2)", which render as two separate boxes; combining them into one EXAMPLE with a list of two strings is the whole of what is being asked. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	32	=> -- direct Thing=>Thing here and rewrite with an example	open	#4647		issue	one part met, one standing. functions/options-doc.m2:5-9 keys the node {symbol =>, (symbol =>, Thing, Thing)}, so Thing=>Thing is indeed directed here. The rewrite is not done: after Headline 'construct an option' the body is a single old-style line, TT "x => y", " a binary operator that produces a type of list called an ", TO "Option", with no Usage, Inputs, Outputs or example. The Option node immediately below it in the same file is a modern doc/// node and does carry an example, o = Limit => 5 followed by peek o, so the contrast is once again within a single file. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
bugs/dan/doc-changes	33	, -- add text and example	open	#4647		issue	stands, and nothing beyond a headline was ever added. operators.m2:612-615 is Key => symbol ,, with Headline 'the comma, used for separating entries in a list or sequence' and no body, no example and no subnodes. Unlike the operator overview nodes this one has no methods beneath it to carry the detail, the comma being punctuation, so the headline is all a reader gets. One of the nodes gathered into the consolidated operator-documentation item; see the file row.
